event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
LBN28230,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,Ghobeiry,33.8593,35.5041,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Ghobeiry (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,146857
LBN28231,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Er Rouais",33.8503,35.5175,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Er Rouais (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,108311
LBN28232,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Et Tahouita",33.87,35.5272,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Et Tahouita (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,50086
LBN28233,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Haret Hreik",33.8537,35.5155,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Haret Hreik (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,90286
LBN28234,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"El Mrayje",33.828,35.5195,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in El Mrayje (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,40526
LBN28235,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Burj el Barajneh",33.8475,35.5033,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Burj el Barajneh (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,230050
LBN28236,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Baabda,,"Al Hadath",33.8333,35.5333,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting residential buildings in Al Hadath (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,19937
LBN28237,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Kherbet Selm",33.2302,35.4218,1,"An-Nahar; El Nashra; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out two airstrikes targeting a health center for the Lebanese Health Ministry and a Shia religious community center in Kherbet Selm (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2906
LBN28238,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Al Nabatieh",,Yohmor,33.3114,35.5163,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out at least five airstrikes targeting the eastern and western residential neighborhoods in Yohmor (Al Nabatieh, Al Nabatieh). The Israeli military also fired artillery shells targeting Al Sharabeek, Al Naboh, Ras Al Arid, Al Trash, and Shawshaba neighborhoods. Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2547
LBN28239,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Al Nabatieh",,Arnoun,33.3317,35.5264,1,"National News Agency Lebanon",National,"On 1 November 2024, the Israeli military fired artillery shells towards Arnoun (Al Nabatieh, Al Nabatieh). This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah. Casualties unknown.",0,,1730764851,911
LBN28240,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Al Nabatieh",,"Beaufort Castle",33.3243,35.5322,2,"National News Agency Lebanon",National,"On 1 November 2024, the Israeli military fired artillery shells in the vicinity of Beaufort Castle (Al Nabatieh, Al Nabatieh). This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah. Casualties unknown.",0,,1730764851,520
LBN28241,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,"Wadi Jilo",33.2436,35.3044,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Wadi Jilo (Tyr, South). Several shops were completely destroyed in the airstrike. Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2599
LBN28242,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,Mjadel,33.2286,35.3589,1,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting a house in Mjadel (Tyr, South). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,3693
LBN28243,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Mount Lebanon",Aley,,Aley,33.8055,35.6055,1,"An-Nahar; El Nashra; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting a flat in Ain Al Roummane area in Aley (Baabda, Mount Lebanon). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,17141
LBN28244,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,"Ech Chehabiye",33.2431,35.3819,2,"El Nashra; L'Orient Le Jour; Liveuamap; National News Agency Lebanon","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike in the vicinity of Ech Chehabiye (Tyr, South). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,5481
LBN28245,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Bent Jbeil",33.1194,35.4333,1,"L'Orient Le Jour; Liveuamap; National News Agency Lebanon; Telegram","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike in Bent Jbeil city (Bint Jbeil, Al Nabatieh). The Israeli military also fired artillery shells towards the town. Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,6168
LBN28246,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Kounine,33.1487,35.433,1,"L'Orient Le Jour; National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Kounine town (Bint Jbeil, Al Nabatieh). The Israeli military also fired artillery shells towards the town. Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,305
LBN28247,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Ainata,33.1297,35.4409,1,"L'Orient Le Jour; National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Ainata town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,3504
LBN28248,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Jmaijmeh,33.2079,35.4391,1,"National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Jmaijmeh town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1284
LBN28249,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Baraachit,33.1761,35.4433,1,"L'Orient Le Jour; National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Baraachit town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1555
LBN28250,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Hanine,33.1085,35.3796,1,"L'Orient Le Jour; National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Hanine town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,384
LBN28251,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Majdel Selm",33.2222,35.4647,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Majdel Selm town (Marjayoun, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,5634
LBN28252,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"At Tiri",33.1403,35.4029,1,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells towards residential buildings in At Tiri (Bint Jbeil, Al Nabatieh). This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah. Casualties unknown.",0,,1730764851,751
LBN28253,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,Aytit,33.2249,35.306,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Aytit town (Tyr, South). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,4562
LBN28254,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,"Mount Lebanon",Aley,,Qmatiyeh,33.8019,35.5795,1,"An-Nahar; L'Orient Le Jour; Naharnet; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Qmatiyeh town (Aley, Mount Lebanon). Three individuals were killed and five others were injured in the attack. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",5,,1730764851,7498
LBN28255,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Safad el Battikh",33.2003,35.4327,1,"L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Safad el Battikh town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1164
LBN28256,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Chaqra,33.1933,35.4678,1,"L'Orient Le Jour; Liveuamap; National News Agency Lebanon; Telegram","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike in Chaqra town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,3335
LBN28257,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Kfar Dounin",33.2393,35.3927,1,"L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Kfar Dounin town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2118
LBN28258,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,Hanniyeh,33.1902,35.2236,1,"L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Hanniyeh town (Tyr, South). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1284
LBN28259,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,South,Tyr,,Maaliyeh,33.2037,35.2416,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting the valley of Maaliyeh town (Tyr, South). Several injuries were reported. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1222
LBN28260,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Deir Aames",33.1957,35.3674,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Deir Aames town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,269
LBN28261,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Yater,33.1541,35.3302,1,"El Nashra; National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Yater town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,1325
LBN28262,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Haddatha,33.1651,35.3912,1,"National News Agency Lebanon; Telegram","New media-National","On 1 November 2024, Israeli warplanes carried out an airstrike in Haddatha town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2322
LBN28263,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Rchaf,33.1436,35.3632,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Rchaf town (Bint Jbeil, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,127
LBN28264,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,South,Tyr,,Aaziyyeh,33.1835,35.2342,2,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting the valley of Aaziyyeh town (Tyr, South). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,744
LBN28265,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Taraiyya,33.9871,36.0089,1,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out two airstrikes in Taraiyya town (Baalbek, Baalbek-Hermel). Two individuals were killed and seven others were injured in the airstrikes. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",2,,1730764851,3104
LBN28266,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Baalbek,34.0058,36.2181,1,"L'Orient Le Jour; Liveuamap; Naharnet; National News Agency Lebanon","Local partner-New media","On 1 November 2024, Israeli warplanes carried out a series of airstrikes targeting buildings and shops in Ras Al Ain and Al Zahraa neighborhoods in Baalbek town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,31706
LBN28267,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Qsarnaba,33.9045,36.0018,2,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting the hills of Qsarnaba town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,5408
LBN28268,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Military Forces of Israel (2022-)",,"External/Other forces","Political militia-External/Other forces",,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Khiyam,33.3278,35.6128,1,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Hezbollah fired several missiles targeting an Israeli infantry force in Al Msaylekh neighborhood in Khiyam town (Marjayoun, Al Nabatieh). This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah. Casualties unknown.",0,,1730764851,7111
LBN28269,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Toufiqiyeh,34.169,36.3054,1,"El Nashra; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out two airstrikes in Toufiqiyeh town (Baalbek, Baalbek-Hermel). Three individuals were injured in the airstrike. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,73
LBN28270,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,"Rasm el Hadeth",34.1414,36.2756,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in the vicinity of Rasm el Hadeth town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,3283
LBN28271,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Makneh,34.0797,36.2067,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in Makneh town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,2477
LBN28272,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Boudai,34.0611,36.0611,1,"Liveuamap; National News Agency Lebanon","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike in Boudai town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,4904
LBN28273,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Baalbek,34.0058,36.2181,2,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike in the vicinity of Baalbek town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,31706
LBN28274,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Iaat,34.0369,36.1714,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting a building in Iaat town (Baalbek, Baalbek-Hermel). Four individuals were killed in the airstrike. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",4,,1730764851,4880
LBN28275,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)",,Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Bednayel,33.9189,36.0053,1,"L'Orient Le Jour; Liveuamap; National News Agency Lebanon","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike in Bednayel town (Baalbek, Baalbek-Hermel). Eight individuals were killed and seven others were injured in the airstrike. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",8,,1730764851,3846
LBN28276,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Aadous,34.0169,36.1543,1,"National News Agency Lebanon",National,"On 1 November 2024, Israeli warplanes carried out an airstrike targeting a farm in Aadous town (Baalbek, Baalbek-Hermel). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,894
LBN28277,"01 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Al Nabatieh",,Ansar,33.3784,35.3537,1,"Liveuamap; National News Agency Lebanon","Local partner-New media","On 1 November 2024, Israeli warplanes carried out an airstrike targeting Al Mrayseh neighborhood in Ansar town (Al Nabatieh, Al Nabatieh). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764851,8519
